text,binary_label,multiclass_label
"@somnolentaura @WatchNLaff Don’t have a pitbull or a grandma, just think campaigning against them is dumb and weird especially if youre pro gun- how bout we leave a loaded gun with one toddler and a dog with another toddler, let both play a while unattended, and see how that goes",cyberbullying,ethnicity/race
right! i’m not a christian woman according to this.,cyberbullying,religion
"@calmness80 @SecolaEdwards @TJMoe28 No such thing as reverse racism, just racism. &amp; this is literal projection. Modern day black ppl pretending it’s worse than civil rights era or worse than slavery days. You’re a joke. Pathetic excuse for being failures. Show us what white personality hurt you. https://t.co/my8Ys7AvQJ",cyberbullying,ethnicity/race
"Nice nice, now go on and share some quotes from Quran where its written as you say and do tell me why all the terrorist groups have names like Jaish-e-Md and why ISIS flag has Allah written on it.",cyberbullying,religion
"@FlowersEnglish The reason the gov is turning the world upside down &amp; letting the woke run things, while destroying churches, is so the center right seeks out an alternative strict ultra-conservative religion (Islam).The far left will convert to Islam as they are radical and have similar… https://t.co/LcPj1XA6qb",cyberbullying,religion
@elonmusk  No Muslim will tell you the truth of Islam. NONE. Please talk to exMuslims or scholars who have studied it like me. You are tying our hands behind our back while giving them an option to murder us. Why?,cyberbullying,religion
"HINDUSTAN has 72 sects of muslims living peacefully &amp; in harmony, unlike mosques being bombarded in Afghanistan &amp; Pakistan.Complete Europe, Africa &amp; latin America is turning to religion of peace. We never touch a gun but our Agni 5 missile is headed by woman 8000 kms range https://t.co/AkY5MsVk5l",cyberbullying,religion
@AzureMVM @T0MVISUALS nigga what. ik you not talkin bout me gangy. weak ass mf,cyberbullying,ethnicity/race
"@mon0theist @Haqiqatjou New Muslim, yet can't make basic changes after conversation &amp; from prison 
Still continues his arrogant behavior &amp; boasting.   

37 yrs old, traveled the world, lived in Dubai Islamic country knows their equities, do and donts.  Yet only thing he knows u can have 4 wives.",cyberbullying,religion
@Vamuir Drop the routine bitch,cyberbullying,gender/sexual
Idiot! There’s a case in supreme court currently filed by dalit Christians to ask for reservations? Could u explain what are dalit Christians? Could you explain why ahmediyas are considered inferior to other Muslims? Stupid ppl writing shit without knowing anything,cyberbullying,religion
"@FightHaven his black is done for on god, dis nigga lmaoooo",cyberbullying,ethnicity/race
"Whether they are hindus,Christians,Buddhists or Muslims, religious extremists are like terrorists.They will attack you more when you start the conversation http://once.So ignore these idiots.Just try ur best to eliminate such malpractices in your community @SophiaThapa3",cyberbullying,religion
@imSOmorgeous The whole for the streets shit is dumb who cares Nigga,cyberbullying,ethnicity/race
"@laurenboebert You dumb call girl. Trump did the vaccines, Trump pushed for fast pass through FDA. You dumb, Trump, cum, Trump, dumpster, Trump, fire, Trump!",cyberbullying,ethnicity/race
"I'm a Christian, married, white, straight woman. I'm helping my husband pay back his college loan; we're scraping by but working hard. I don't auto-hate other religions. I'm introverted &amp; shy. How else may I ""offend"" you today?",cyberbullying,religion
"She's a Christian woman who has gay friends but doesn't support their sexuality, but oppression gymnasts are acting as if she wants to remove their rights. Why the hell does she has to give a damn about other's sexuality?",cyberbullying,religion
@AhmedKhabeer_ Poor muslim ? Shame on you @AhmedKhabeer_  Throw this Bangladeshi out of india expose hidden agenda of indian muslims increase population of muslims in india @BJP4India please take action against illigal muslim Bangladeshi and those support them,cyberbullying,religion
"Then a huge protest of Hindus led by 2 minister of Modi' central Government, broke out in support of rap!sts &amp; murderers of Asifa. They were literally demanding the release of rap!sts just because the victim was muslim. Even the women of hindu community joined that.",cyberbullying,religion
@SpeakerPelosi @DemWomenCaucus Fuck you old bitch cunt,cyberbullying,gender/sexual
@chocoletedaddy @Preston24583220 @boychnwonder @axtoine8 @wydccalamity @yungestcarti Step on a res every white and black ik get the straight up hebe jeebes around this bitch. All of your gods are fake. There’s only one creator.,cyberbullying,ethnicity/race
To the girls who blast their ex best friend’s secrets all over tik tok and twitter.. how does it feel to be a bitch and a shitty person??? Just curious,cyberbullying,gender/sexual
@AskAbhishek_IND Yes hindu must stop wrong practice of putting chadar on any Mazar. Muslims agree with it but it's good to give it to anynpoor instead. It's just business in the name of religion. In reality Islam condemns it and calls it evil and sinful practice.,cyberbullying,religion
"@bennyjohnson Shut up!!!  You are not a ""person of color""!!!  You are a jew hating Muslim!!!",cyberbullying,religion
RT @peddoc63: @fernleex Muslims not killing are complicit by silence.Tolerance of intolerance is cowardice.Ali was maimed by Islam. http://…,cyberbullying,religion
Cool how every month i have to replace the batteries in this aint shit remote for this self aware ass smart tv that EVIDENTLY ONLY GETS A BONER THRU FUCKING W ME. Definitely some dumb shit i can afford has anyone ever actually had a smart tv that didn’t FUCKING SUCK FIFTYLEM DIX,cyberbullying,ethnicity/race
@kron4news They don’t think racist or racism exits yet they spread it through the mail ask @amazon @USPS delivered five packages with Nigger Monkey yet no one cares and I’ve reported to both of them to get zero response @KPIXtv @KTVU @CNN https://t.co/G6Egt1TpSi,cyberbullying,ethnicity/race
@CoreyJMahler rape is rape and rape is wrong. period. don't taint social media with your stupid view,cyberbullying,gender/sexual
"confession: i hate people who think that a vtuber who makes rape jokes is ""based"". fuck off.",cyberbullying,gender/sexual
"Since Muslims are there in India, BJP made you an idiot very easily. Think positive.",cyberbullying,religion
So is Sarsour counting on Bernie to support the Islamic State agenda to infiltrate &amp; control our Christian Nation? Linda Sarsour must NOT be given a platform to promote Radical Islam in America... Terrorism must be eradicated Globally!!!,cyberbullying,religion
"according to the article he was also part of the racists that were harassing a Muslim woman in Stillwater a few weeks ago, the incident a bunch of you idiots said she made up.",cyberbullying,religion
My bd a gay ass bitch i never seen nun like it maybe cus he light skin i had no business 😭,cyberbullying,gender/sexual
@PierrePoilievre They didn’t interfere. The conservatives party has been run by incompetent politicians eve since Harper. Attacking trudeau with your party’s dumb ads is why they lost. You have the incompetence of scherr. Ask him why he lost..? Scheer was as incompetent as a 2 year old.,cyberbullying,ethnicity/race
"So you telling me all the Pakistani Muslims around the world living in USA , UK and other countries should come back to Pakistan because we are allowed to worship on their land but can’t let their people worship on ours ? What kinda of statement is that you idiot ?",cyberbullying,religion
@stratsspeaks I mean have you ever seen your average TERF react to seeing someone homeless or with intersex traits? They definitely think rich and conventionally pretty= safe despite all evidence to the contrary. A lot of them also define rape as involving a penis.,cyberbullying,gender/sexual
"@CammmTheJewler @maestroroy @revenge87973701 @hibsidnolic ...agrees with it. It's good how hip-hop have revolutionized the word ""nigga"" if y'all really want the hate cause by the word y'all should really welcome other races using it in the same context y'all blacks uses it. Outright ban of white people from using it regardless of...",cyberbullying,ethnicity/race
@Sky0792463388 @yellowgrinch @Tam_Khan Once you revert back to Islam all sin forgiven. Do you know companion of the prophet b4 they became Muslim they done bad things? Allah SWT forgave them. So who are to judge? Are u above Allah SWT. Bro saitaan is infiltrating your heart and mind. Careful.,cyberbullying,religion
"Abdul HamId SiddIqI, the translator of the SahIh Muslim, gives the Islamic view in the following words: “The good deeds performed in the state of ignorance (outside the fold of Islam) are indicative of the fact that a man is inclined towards piety.3/12",cyberbullying,religion
@TobbieXY I love dealing with a riiiiich nigger,cyberbullying,ethnicity/race
want a nigga that ain’t never actually had no bitches fr,cyberbullying,ethnicity/race
"Also, you are a female Muslim who supports Trump. I bet family get togethers are really awkward. Who is the idiot in this equation? Those are just facts. No need to be racist to see them.",cyberbullying,religion
@IftikharAwan Did your prophet rape slaves like ISIS - yes.  Did your prophet tell women to cover up and stay home like ISIS - yes. #Islam,cyberbullying,religion
@c_mocroo Sandniggers thinking they arent niggers.,cyberbullying,ethnicity/race
"@SanjayPraya @Aynrindian Isolated incidents of terrorist attacks reflects on the entire billion+ Muslims, but overwhelming majority of rapists and women harassers in India being Hindu nothing to do with ‘Religion of tolerance’. - Sleeping Conservative.",cyberbullying,religion
Imagine wolverine calling you nigger instead of bub,cyberbullying,ethnicity/race
@okai1k @pessimisticpal @khabibzak234 @raphousetv2 it’s obvious this nigga jealous,cyberbullying,ethnicity/race
this nigga lebron really gon get the scoring record today or thursday vs the bucks wtf. i knew it was comin eventually but it's really here thats crazy,cyberbullying,ethnicity/race
@ElijahSchaffer so you tried to rape someone at work???,cyberbullying,gender/sexual
"Don’t forget I was a fly nigga when you got here , charismatic when you got here",cyberbullying,ethnicity/race
Hmmm you and the radical left continue to attack ppl for being white and wonder why white ppl don't want to support your puppet?? SMH,cyberbullying,religion
